title,description,prod_details,ASIN,Manfacturer
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,"  The Lino wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.    Built to last: This duffle bag for travel features a combi-lock, shoulder strap, fully lined interior and is built with high-quality polyester fabric for the utmost durability. Made from water repellent & premium zippers, it makes it a super durable and lightweight all-weather travel duffle bag.    Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel have sturdy heavy-duty treaded rubber wheels in a protective wheel housing and retractable trolley for smooth mobility and maximum durability.    External Dimension: Length – 63cm, Width – 30cm, Height – 32cm, Capacity - 60 Litres.    Manufacturer warranty - 2 years   ","  Product Dimensions:62.99 x 30 x 32 cm; 1.5 Kilograms   Date First Available:23 June 2021   Manufacturer:Bagzone Lifestyle Pvt Ltd   ASIN:B097RJ22Q3   Item model number:DGGE035040M3   Country of Origin:India   Department:Unisex-adult   Manufacturer:Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Packer:Bagzone Lifestyles pvt ltd   Importer:Bagzone Lifestyle pvt ltd, Bagzone Lifestyle Pvt Ltd   Item Weight:1 kg 500 g   Item Dimensions LxWxH:63 x 30 x 32 Centimeters   Net Quantity:1 Count   Included Components:Duffle Bag   Generic Name:Duffle Bag  ",B097RJ22Q3,Bagzone Lifestyle Pvt Ltd
Large 45L Laptop Backpack Unisex Backpack |School Bag| |College Bag Blufin Bags,  school bag    backpack    college bag    Style Name: Casual; Water Resistance Level: Water Resistant; Strap Type: Cross-Body; Closure Type: Zipper; Age Range Description: Big Kid; Special Features: Laptop Compartment; Pattern Name: Solid     ,"  Product Dimensions:22.86 x 33 x 45.72 cm; 400 Grams   Date First Available:2 March 2022   Manufacturer:bluecraft in telangana hyderabad   ASIN:B09TRZ9CL2   Item model number:backpack-1   Country of Origin:India   Department:Unisex-adult   Manufacturer:bluecraft in telangana hyderabad, bluecraft in telangana hyderabad   Packer:Bluecraft in telangana hyderabad   Item Weight:400 g   Item Dimensions LxWxH:22.9 x 33 x 45.7 Centimeters   Net Quantity:1.00 count  ",B09TRZ9CL2,bluecraft in telangana hyderabad
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,"  Strong stitching at major stress points provide long-lasting durability against daily activities    Mesh side water bottle pocket. Adjustable shoulder strap.    Main large compartment with double zip closure. Tough high durability fabric    High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes    Comes in attractive color combinations.   ","  Is Discontinued By Manufacturer:No   Product Dimensions:18 x 18 x 36 cm; 800 Grams   Date First Available:25 July 2018   Manufacturer:Freewill Sports Private Limited   ASIN:B07FWQ9HRV   Item model number:6853   Country of Origin:India   Department:Unisex   Manufacturer:Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000   Packer:Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000   Item Weight:800 g   Item Dimensions LxWxH:18 x 18 x 36 Centimeters   Net Quantity:1 count   Included Components:1 Bag   Generic Name:Bags  ",B07FWQ9HRV,No
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,"  SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort     COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.     SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.     ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual     OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc    ",  Product Dimensions:22 x 30 x 50 cm; 660 Grams   Date First Available:13 October 2022   Manufacturer:Amazing Bags   ASIN:B0BJ32LQ6X   Item model number:laptop bag   Country of Origin:India   Department:Unisex-adult   Manufacturer:Amazing Bags   Item Weight:660 g   Item Dimensions LxWxH:22 x 30 x 50 Centimeters  ,B0BJ32LQ6X,Amazing Bags
F Gear Luxur Brown 25 liter Laptop Backpack (2404),"  Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)   ","  Is Discontinued By Manufacturer:No   Product Dimensions:31 x 18 x 44 cm; 720 Grams   Date First Available:15 September 2015   Manufacturer:Uber Fashion Merchandise Pvt. Ltd.   ASIN:B01F7AX9ZA   Item model number:Uber061   Country of Origin:India   Department:Unisex-adult   Manufacturer:Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590   Packer:Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 561657   Item Weight:720 g   Item Dimensions LxWxH:31 x 18 x 44 Centimeters   Net Quantity:1 count   Included Components:Pack of 1 Backpack   Generic Name:Laptop Backpack  ",B01F7AX9ZA,No
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",  Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle    External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments    The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease    Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects; Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey    Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only   ,"  Product Dimensions:35 x 25 x 65 cm; 700 Grams   Date First Available:24 September 2019   Manufacturer:Fur Jaden   ASIN:B07YDGQQN5   Item model number:BM110_BlackGrey   Country of Origin:India   Manufacturer:Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028   Packer:Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028   Item Weight:700 g   Item Dimensions LxWxH:35 x 25 x 65 Centimeters   Net Quantity:1 count   Included Components:1 Rucksack   Generic Name:Rucksack  ",B07YDGQQN5,Fur Jaden
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,  Laptop bag fits upto 17.3 inch laptop   ,"  Product Dimensions:36.8 x 22.9 x 50.8 cm; 900 Grams   Date First Available:6 July 2021   Manufacturer:Wesley   ASIN:B098QFF5TJ   Item model number:Spartan Hiking   Country of Origin:India   Department:Unisex-adult   Manufacturer:Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507   Packer:Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507   Item Weight:900 g   Item Dimensions LxWxH:36.8 x 22.9 x 50.8 Centimeters   Included Components:Backpack, Raincover   Generic Name:LAPTOP BACKPACK  ",B098QFF5TJ,Wesley
American Tourister Casual Backpack,"  Laptop Compatibility: No, Strap Type: Adjustable    Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)    Number of Wheels: 0, Number of compartments: 3    Mesh Padding on back & shoulder strap to provide comfort & better back support   ",  Is Discontinued By Manufacturer:No   Product Dimensions:33 x 22 x 51 cm; 490 Grams   Date First Available:18 April 2018   Manufacturer:Samsonite   ASIN:B07CJCFNZG   Item model number:AMT MIST SCH BAG01 BLUE   Country of Origin:China   Department:Unisex-adult   Manufacturer:Samsonite   Item Weight:490 g   Item Dimensions LxWxH:33 x 22 x 51 Centimeters   Generic Name:Casual Backpack  ,B07CJCFNZG,No
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","  Care Instructions: Hand Wash Only    Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop     Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry     Front Organizer compartments for pens, keys, and cell phone     Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket    ","  Product Dimensions:33.02 x 21.59 x 45.72 cm; 750 Grams   Date First Available:20 December 2017   Manufacturer:Cosmus   ASIN:B078JVT384   Item model number:40051011046   Country of Origin:India   Department:Unisex-adult   Manufacturer:Cosmus, B-24, 1st Floor, Ajay Mittal Industrial Estate Andheri Kurla Road, Marol, Andheri (E) Mumbai, Maharashtra, India – 400059 Mobile: +91 8767008844   Packer:B-24, 1st Floor, Ajay Mittal Industrial Estate Andheri Kurla Road, Marol, Andheri (E) Mumbai, Maharashtra, India – 400059 Mobile: +91 8767008844   Item Weight:750 g   Item Dimensions LxWxH:33 x 21.6 x 45.7 Centimeters   Net Quantity:1.00 count  ",B078JVT384,Cosmus
Medium 35L Backpack Laptop Backpack UNISEX LIGHTWEIGHT BACKPACK FOR COLLEGE & OFFICE,  WATERPROOF   ,"  Product Dimensions:33.02 x 15.24 x 49.53 cm; 300 Grams   Date First Available:22 April 2022   Manufacturer:Bluecraft Hyderabad Telangana 8008355628   ASIN:B09YM6JNRW   Item model number:LITEWEIGHT SCHOOL BAG_4   Country of Origin:India   Department:Unisex Adult1   Manufacturer:Bluecraft Hyderabad Telangana 8008355628, Bluecraft Hyderabad Telangana 8008355628   Packer:Bluecraft Hyderabad Telangana 8008355628   Importer:Bluecraft Hyderabad Telangana 8008355628   Item Weight:300 g   Item Dimensions LxWxH:33 x 15.2 x 49.5 Centimeters   Net Quantity:1.00 count   Generic Name:LITEWEIGHT SCHOOL BAG  ",B09YM6JNRW,Bluecraft Hyderabad Telangana 8008355628
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),"  SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers, It comes with a 9 Month Warranty. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women    PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.    OTHER FEATURES: Strong and durable zippers, 9 Months Warranty, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.   ","  Product Dimensions:21 x 33 x 48 cm; 600 Grams   Date First Available:28 February 2020   Manufacturer:Amazing Bags   ASIN:B085MHDJ93   Item model number:bag for men   Country of Origin:India   Department:Unisex Adult and Child   Manufacturer:Amazing Bags, Half_Moon, New Delhi   Item Weight:600 g   Item Dimensions LxWxH:21 x 33 x 48 Centimeters  ",B085MHDJ93,Amazing Bags
